rating,num_reviews,name,tags,directions,ingredients
,,Southern Sunrise,,Pour Southern Comfort into a glass with ice. Fill it with orange juice. Add the splash of grenadine.,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'  Orange Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Southern Margarita,,"Rub rim of a margarita glass with a lime and dip it into kosher salt. Pour tequila, Southern Comfort and triple sec into the glass with ice. Fill it with sweet and sour mix or margarita mix.","[(u'1', u'Tequila', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Soviet,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass over ice.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Sherry (Cream)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]"
,,Southern Screw,,Pour Southern Comfort and vodka into a glass with ice. Fill it with orange juice.,"[(u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (None, u'  Orange Juice', None)]"
,,Southern Gin Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'2 Dashes of  Orange Bitters', None)]"
,,Southern Stinger,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]"
,,Southern Toddy,,Pour Southern Comfort and water into a glass with ice. Add sugar and stir.,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'Splash of  Water', None), (u'1', u'Sugar', 'tsp.')]"
,,Southern Death Cult,,Pour all liquors into a glass with ice. Fill it with equal parts of cola and lemon-lime soda.,"[(u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Wild Turkey\xae Bourbon', 'oz.'), (u'1', u""Jack Daniel's\xae Tennessee Whiskey"", 'oz.'), (None, u'  Cola', None), (None, u'  Lemon-Lime Soda', None)]"
,,Southern Comfort Sour,,Pour Southern Comfort into a glass with ice. Fill it with sweet and sour.,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Southern Comfort Manhattan,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3 1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]"
,,Southern Comfort Sidecar,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Southern Comfort\xae', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Southern Bride,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Grapefruit Juice', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]"
,,Southern Belle,,"Pour Southern Comfort, triple sec and orange juice into a glass with ice. Fill it with pineapple juice. Add grenadine on top.","[(u'1', u'Southern Comfort\xae', 'oz.'), (u'3/4', u'Triple Sec', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Southern Captain,,Pour all liqueurs and orange juice with a splash pineapple juice in a hurricane glass and fill with ice.,"[(u'1', u'Rum (Spiced)', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Amaretto', 'oz.'), (u'1', u'Grenadine', 'oz.'), (None, u'  Orange Juice', None), (None, u'Splash of  Pineapple Juice', None)]"
,,South Side Fizz,,Pour gin and lemon juice into a glass with ice. Fill it with club soda. Add sugar and stir.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Southern Boilermaker,,Fill a beer mug 3/4 full of beer. Drop the shot of Southern Comfort into the glass with beer.,"[(None, u'1 Shot of  Southern Comfort\xae', None), (None, u'  Beer', None)]"
,,South Side Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1/2', u'Sugar', 'tsp.')]"
,,South Beach #2,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Orange Vodka', 'oz.'), (u'1', u'Citrus Vodka', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,South Fork Coffee,,Pour bourbon and dark crème de cacao into an Irish coffee mug. Fill it with hot coffee.,"[(u'1 1/2', u'Bourbon', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Hot Coffee', None)]"
,,South Of The Border,,Pour all ingredients into a shaker with ice. Shake and strain into a whiskey sour glass.,"[(u'1', u'Tequila', 'oz.'), (u'3/4', u'Coffee Brandy', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,South Beach,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]"
,,Sour Watermelon Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Watermelon Pucker\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (u'1', u'Triple Sec', 'oz.')]"
,,Sour Apple Martini #2,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Sour Patch Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Raspberry Vodka', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (u'1', u'Watermelon Pucker\xae', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Sour Apple Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Sour Apple Pucker\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (u'1', u'Triple Sec', 'oz.')]"
,,Sour Apple Margarita,,Pour tequila and sour apple pucker into a glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Soul Kiss Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Dubonnet', 'oz.'), (u'1/2', u'Orange Juice', 'oz.')]"
,,Something Different,,Pour peach schnapps and amaretto into a glass with ice. Fill it with equal parts of pineapple juice and cranberry juice.,"[(u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'  Cranberry Juice', None)]"
,,Soother Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1/2', u'Brandy', 'oz.'), (u'1/2', u'Apple Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Sombrero,,Pour coffee liqueur or coffee brandy into a glass with ice. Fill it with cream or milk.,"[(u'1 1/2', u'Coffee Liqueur', 'oz.'), (None, u'  Cream / Half & Half', None)]"
,,Sonic Blaster,,"Pour vodka, rum and banana liqueur into a glass with ice. Fill it with equal parts of pineapple juice, orange juice and cranberry juice.","[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'  Orange Juice', None), (None, u'  Cranberry Juice', None)]"
,,Son Of Adam,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'Splash of  Grenadine', None)]"
,,Sonny Gets Kissed,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/4', u'Lime Juice', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Sol Y Sombra,,Pour all ingredients into a shaker with ice. Shake and strain into a brandy snifter glass.,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1 1/2', u'Anisette', 'oz.')]"
,,Socrates,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Dash of  Bitters', None)]"
,,Snake Bite #3,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]"
,,Snyder,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.')]"
,,Society Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Snowball,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Anisette', 'oz.'), (None, u'Splash of  Cream / Half & Half', None)]"
,,Snickers,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]"
,,Snickers Bar Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Chocolate Vodka', 'oz.'), (u'1/2', u'Chocolate Liqueur', 'oz.'), (u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]"
,,Snow Bunny,,Pour triple sec into an Irish coffee mug. Fill it with hot chocolate. Add a cinnamon stick as a stirrer.,"[(u'2', u'Triple Sec', 'oz.'), (None, u'  Hot Chocolate', None)]"
,,Snake Bite #2,,Pour the Pear Cider into a glass and add the Guinness on top.,"[(None, u'1/2 Pint  Pear Cider', None), (None, u'1/2 Pint  Stout', None)]"
,,Smurf Piss,,"Pour rum, blueberry schnapps and blue curacao into a glass with ice. Fill it with equal parts of sweet and sour mix and lemon-lime soda.","[(u'1', u'Rum (Light)', 'oz.'), (u'1/2', u'Blueberry Schnapps', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Lemon-Lime Soda', None)]"
,,Snake Bite,,Pour ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'2', u'Yukon Jack\xae Whiskey', 'oz.'), (None, u'Splash of  Lime Juice', None)]"
,,Smoky Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2 1/2', u'Gin', 'oz.'), (u'1/2', u'Scotch Whisky', 'oz.')]"
,,Smith And Kearns,,Pour the coffee liqueur and the cream into a glass with ice. Fill it with soda water.,"[(u'1', u'Coffee Liqueur', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Smiler Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Dash of  Bitters', None)]"
,,Smiler,,Pour all ingredients into a shaker with ice. Shake and pour into a glass.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/4', u'Port', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Smart Christine,,Pour gin and Bénédictine into a glass with ice. Fill it with orange juice.,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'B\xe9n\xe9dictine\xae', 'oz.'), (None, u'  Orange Juice', None)]"
,,Smile Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Grenadine', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Sly Goes To Havana,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Chartreuse\xae (Green)', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,Slutty Shirley Temple,,Pour vodka into a glass with ice. Almost fill it with lemon-lime soda. Add grenadine and stir.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Lemon-Lime Soda', None), (u'1/2', u'Grenadine', 'oz.')]"
,,Sloppy Joe's Cocktail #2,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3/4', u'Brandy', 'oz.'), (u'3/4', u'Port', 'oz.'), (u'3/4', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Splash of  Grenadine', None)]"
,,Sloppy Joe's Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3/4', u'Rum (Light)', 'oz.'), (u'3/4', u'Vermouth (Dry)', 'oz.'), (u'1', u'Lime Juice', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Splash of  Grenadine', None)]"
,,Sloppy Dick,,"Pour vodka, Hpnotiq and coconut rum into a glass with ice. Fill it with equal parts of pineapple juice and cranberry juice.","[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Hpnotiq\xae Original', 'oz.'), (u'1/2', u'Coconut Rum', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'  Cranberry Juice', None)]"
,,Sloe Vermouth,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Sloe Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Sloehand Jackson,,Pour all ingredients into a shaker with ice. Shake and pour into a highball glass.,"[(u'1 1/2', u'Sloe Gin', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Vodka', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Sloe Screw #2,,Pour vodka and sloe gin into a glass with ice. Fill it with orange juice.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None)]"
,,Sloeberry Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Sloe Gin', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,Sloe Tequila,,Blend ingredients with ice. Pour into an old-fashioned glass.,"[(u'1', u'Tequila', 'oz.'), (u'1/2', u'Sloe Gin', 'oz.'), (None, u'Splash of  Lime Juice', None)]"
,,Sloe Gin Flip,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Sloe Gin', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.'), (None, u'1  Egg', None), (u'1', u'Sugar', 'tsp.')]"
,,Sloe Mountain,,Pour sloe gin into a glass with ice. Fill it with Mountain Dew.,"[(u'2', u'Sloe Gin', 'oz.'), (None, u'  Mountain Dew\xae', None)]"
,,Sloe Screw,,Pour sloe gin into a glass with ice. Fill it with orange juice.,"[(u'2', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None)]"
,,Sloe Gin Fizz,,Pour sloe gin and lemon juice into a glass with ice. Fill it with club soda. Add sugar and stir.,"[(u'2', u'Sloe Gin', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Sloe Gin Rickey,,Pour sloe gin and lime juice into a glass with ice. Fill it with club soda.,"[(u'2', u'Sloe Gin', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Sloe Gin Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Sloe Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Dash of  Orange Bitters', None)]"
,,Sloe Driver,,Pour sloe gin into a glass with ice. Fill it with orange juice.,"[(u'2', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None)]"
,,Sloe Gin Collins,,Pour sloe gin into a glass with ice. Fill it with collins mix.,"[(u'2', u'Sloe Gin', 'oz.'), (None, u'  Collins Mix', None)]"
,,Sloe Comfortable Screw Against The Wall,,"Pour vodka, Southern Comfort and sloe gin into a glass with ice. Fill it with orange juice and the float of Galliano.","[(u'1', u'Vodka', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Galliano\xae Liqueur', None)]"
,,Sliver Bullet #4,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'3/4', u'Ouzo', 'oz.'), (u'3/4', u'Peppermint Schnapps', 'oz.')]"
,,Sloe Comfortable Screw Against The Wall In Mexico,,"Pour vodka, tequila, Southern Comfort and sloe gin into a glass with ice. Fill it with orange juice. Add the float of Galliano.","[(u'3/4', u'Vodka', 'oz.'), (u'3/4', u'Tequila', 'oz.'), (u'3/4', u'Southern Comfort\xae', 'oz.'), (u'3/4', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Galliano\xae Liqueur', None)]"
,,Sloe Dog,,Pour vodka and sloe gin into a glass with ice. Fill it with grapefruit juice.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Sloe Gin', 'oz.'), (None, u'  Grapefruit Juice', None)]"
,,Sleepy Lemon Clegg,,"Pour dark rum, banana liqueur and lemon juice into a glass with crushed ice. Fill it with equal parts of orange juice and pineapple juice.","[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'  Orange Juice', None), (None, u'  Pineapple Juice', None)]"
,,Sloe Comfortable Screw,,"Pour sloe gin, Southern Comfort and vodka into a glass with ice. Fill it with orange juice.","[(u'1', u'Sloe Gin', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (None, u'  Orange Juice', None)]"
,,Slam Dancer,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/4', u'Peppermint Schnapps', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Slippery Nipple,,Pour sambuca and Irish cream into a shot glass. Add the drop of grenadine in the center of the shot glass.,"[(u'1', u'Sambuca', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (None, u'1 Drop of  Grenadine', None)]"
,,Sister Starseeker,,"Pour light rum, lemon juice and grenadine into a glass with ice. Fill it with tonic water.","[(u'2', u'Rum (Light)', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (None, u'  Tonic Water', None)]"
,,Skid Mark,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Coffee Liqueur', 'oz.'), (u'1', u'J\xe4germeister\xae', 'oz.'), (u'1', u'Peppermint Schnapps', 'oz.')]"
,,Ski Jump,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1', u'Peppermint Schnapps', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.')]"
,,Skinny Pirate,,Pour Captain Morgan spiced rum into a glass with ice. Fill it with diet cola.,"[(u'2', u'Rum (Spiced)', 'oz.'), (None, u'  Cola', None)]"
,,Sitarski,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'2', u'Grapefruit Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Sky King,,Pour tequila and blue curacao into a glass with ice. Fill it with grapefruit juice.,"[(u'1 1/2', u'Tequila (Silver)', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (None, u'  Grapefruit Juice', None)]"
,,Sir Walter Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Splash of  Lemon Juice', None), (None, u'Splash of  Grenadine', None)]"
