rating,num_reviews,name,tags,directions,ingredients
,,Irish Cream Coffee #2,,Pour Irish whiskey and Irish cream into an Irish coffee mug. Fill it with hot coffee. Add whipped cream.,"[(u'1', u'Irish Whiskey', 'oz.'), (u'1', u'Irish Cream', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Irish Cream Coffee,,Pour Irish cream into an Irish coffee mug. Fill it with hot coffee. Add whipped cream.,"[(u'2', u'Irish Cream', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Irish Cooler,,Pour Irish whiskey into a glass with ice. Fill it with club soda or ginger ale. Add sugar and stir.,"[(u'2', u'Irish Whiskey', 'oz.'), (u'1/2', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Irish Cow,,Pour Irish whiskey in an Irish coffee mug. Fill it with warm milk. Add the sugar and stir.,"[(u'2', u'Irish Whiskey', 'oz.'), (None, u'  Milk', None), (u'1', u'Sugar', 'tsp.')]"
,,Irish Coffee,,Pour the Irish whiskey into an Irish coffee mug. Fill it with coffee. Add whipped cream on top.,"[(u'2', u'Irish Whiskey', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Irish Cobbler,,Pour Irish whiskey and simple syrup into a glass with shaved ice. Fill it club soda.,"[(u'2', u'Irish Whiskey', 'oz.'), (u'1', u'Simple Syrup', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Irish Chocolate Milk,,Pour the Irish cream into a glass with 1/2 cup shaved ice. Fill it with chocolate milk.,"[(u'4', u'Irish Cream', 'oz.'), (None, u'  Chocolate Milk', None)]"
,,Irish Charlie,,Pour all ingredients into a shaker with ice. Shake and strain into a cordial glass.,"[(u'1', u'Irish Cream', 'oz.'), (u'1', u'Cr\xe8me de Menthe (White)', 'oz.')]"
,,Irish Chocolate Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Irish Cream', 'oz.'), (u'1', u'Chocolate Liqueur', 'oz.')]"
,,Irish Canadian,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Irish Mist\xae', 'oz.')]"
,,Irish Car Bomb,,Pour the Irish whiskey and Irish cream into a shot glass and drop it into a glass with half full of stout.,"[(u'1/2', u'Irish Whiskey', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (None, u'  Stout', None)]"
,,Irish Cherry,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Irish Cream', 'oz.'), (u'1', u'Cherry Brandy', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Irish Brogue,,Pour Irish whiskey and Irish Mist into a glass with ice.,"[(u'2', u'Irish Whiskey', 'oz.'), (u'1/2', u'Irish Mist\xae', 'oz.')]"
,,Irish,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Irish Whiskey', 'oz.'), (u'1/2', u'Pernod\xae', 'oz.'), (u'1/2', u'White Curacao', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]"
,,Ira Cocktail,,Pour Irish whiskey and Irish cream into an old fashioned glass with ice.,"[(u'1 1/2', u'Irish Whiskey', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]"
,,Irish Angel,,"Pour Irish whiskey, white crème de cacao and white crème de menthe in a glass with ice. Fill it with cream.","[(u'1', u'Irish Whiskey', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.'), (None, u'  Cream / Half & Half', None)]"
,,Irish Boilermaker,,Fill a beer mug 3/4 full of beer. Drop the shot of Irish whiskey into the glass with beer.,"[(None, u'1 Shot of  Irish Whiskey', None), (None, u'  Beer', None)]"
,,International Stinger,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Metaxa', 'oz.'), (u'1', u'Galliano\xae Liqueur', 'oz.')]"
,,International Incident,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1', u'Irish Cream', 'oz.')]"
,,Innocent Passion,,Pour juices into a glass with ice. Fill it with club soda.,"[(u'4', u'Passion Fruit Juice', 'oz.'), (None, u'Splash of  Cranberry Juice', None), (None, u'Splash of  Lemon Juice', None), (None, u'  Club Soda / Carbonated Water', None)]"
,,International Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Cognac', 'oz.'), (u'1/2', u'Vodka', 'oz.'), (u'3/4', u'Triple Sec', 'oz.'), (u'3/4', u'Anisette', 'oz.')]"
,,Incider Cocktail,,Pour whiskey into a glass with ice. Fill it with apple cider.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Apple Cider', None)]"
,,Incredible Hulk,,Pour the cognac into a glass with ice. Add the Hpnotiq and watch it turn green.,"[(u'2', u'Cognac', 'oz.'), (u'2', u'Hpnotiq\xae Original', 'oz.')]"
,,Indian Summer,,Rub rim of an Irish coffee mug with a lemon and dip it into cinnamon powder. Pour the apple schnapps into the glass. Fill it with hot apple cider.,"[(u'2', u'Apple Schnapps', 'oz.'), (None, u'  Apple Cider', None)]"
,,Income Tax Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Dash of  Bitters', None), (u'1', u'Orange Juice', 'oz.')]"
,,Imperial Fizz,,"Pour whiskey, rum, lemon juice and sugar into a glass with ice. Fill it with club soda.","[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Imperial Eggnog,,Combine all ingredients in a punch bowl and serve.,"[(None, u'4 Cups  Eggnog', None), (u'10', u'Brandy', 'oz.'), (u'2', u'Apricot Brandy', 'oz.')]"
,,Imperial Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1 1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Dash of  Bitters', None)]"
,,Immaculata,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Icy Rummed Cacao,,Blend all ingredients. Pour into a highball glass.,"[(u'1', u'Rum (Dark)', 'oz.'), (u'1', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'1 Scoop of  Vanilla Ice Cream', None)]"
,,Idonis,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1', u'Pineapple Juice', 'oz.')]"
,,Iguana,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Tequila', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'2', u'Sweet & Sour Mix', 'oz.')]"
,,Iceberg,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Citrus Vodka', 'oz.'), (None, u'3 Dashes of  Pernod\xae', None)]"
,,Ideal Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Splash of  Grapefruit Juice', None)]"
,,Iguana Shooter,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.')]"
,,Hurricane Leah,,"Pour vodka, gin, rum, tequila, blue curacao, and cherry brandy into a glass with ice. Fill it with half sweet and sour mix and orange juice.","[(u'1/4', u'Vodka', 'oz.'), (u'1/4', u'Gin', 'oz.'), (u'1/4', u'Rum (Light)', 'oz.'), (u'1/4', u'Tequila', 'oz.'), (u'1/4', u'Blue Curacao', 'oz.'), (None, u'Splash of  Cherry Brandy', None), (None, u'  Sweet & Sour Mix', None), (None, u'  Orange Juice', None)]"
,,Hurricane Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Rum (Dark)', 'oz.'), (u'1/2', u'Passion Fruit Syrup', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,Huntsman Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Rum (Dark)', 'oz.'), (u'3/4', u'Lime Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Hurricane,,"Pour the light rum, dark rum and passion fruit syrup into a glass with ice. Fill it with equal parts of orange juice and pineapple juice. Add the splash of grenadine.","[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Rum (Dark)', 'oz.'), (u'1/2', u'Passion Fruit Syrup', 'oz.'), (None, u'  Orange Juice', None), (None, u'  Pineapple Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Hula Hoop,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (u'1/2', u'Pineapple Juice', 'oz.')]"
,,Hummer,,Blend all ingredients and pour into a glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'1 Scoop of  Vanilla Ice Cream', None)]"
,,Hula-Hula Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (u'1/4', u'Sugar', 'tsp.')]"
,,Hudson Bay,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (None, u'Splash of  Rum (151-Proof)', None), (None, u'Splash of  Orange Juice', None), (None, u'Splash of  Lime Juice', None)]"
,,Howell Says So,,Pour all ingredients into a shaker with ice. Shake and pour into a glass.,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'2 Dashes of  Orange Bitters', None)]"
,,Hpnotiq And Pineapple,,Pour Hpnotiq into a glass with ice. Fill it with Hpnotiq.,"[(u'2', u'Hpnotiq\xae Original', 'oz.'), (None, u'  Pineapple Juice', None)]"
,,Hound Dog,,Pour rum into a glass with ice. Fill it with grapefruit juice.,"[(u'2', u'Rum (Light)', 'oz.'), (None, u'  Grapefruit Juice', None)]"
,,Hotel Plaza Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.')]"
,,Hot Southern Toddy,,Pour Southern Comfort into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Zultry Zoë,,Pour tequila and Galliano into an Irish coffee mug. Fill it with Mexican hot chocolate.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (None, u'  Hot Chocolate', None)]"
,,Hot Scotch Toddy,,Pour Scotch whisky into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Scotch Whisky', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Vodka Toddy,,Pour vodka into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Toddy,,Pour whiskey or brandy into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Shot,,"In layers, pour the Galliano in a shot glass then the hot coffee on top. Add whipped cream.","[(u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/2', u'Hot Coffee', 'oz.')]"
,,Hot Rum Toddy,,Pour light rum into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Rum (Light)', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Springs Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'White Wine', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Splash of  Pineapple Juice', None), (None, u'Dash of  Orange Bitters', None)]"
,,Hot Pumpkin,,Pour the Pumpkin Spice liqueur and coffee liqueur into an Irish coffee mug. Fill it with hot coffee.,"[(u'1', u'Hiram Walker\xae Pumpkin Spice', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Hot Piper,,"Pour tequila, dark crème de cacao and lemon juice into an Irish coffee mug. Fill it with hot coffee.","[(u'2', u'Tequila', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Hot Pendennis Toddy,,Pour bourbon into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Bourbon', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Penny Rum,,"Pour rum, bourbon and dark crème de cacao into an Irish coffee mug. Fill it with hot coffee.","[(u'1 1/2', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (u'1/4', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Hot Pants,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with a salted rim.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Peppermint Schnapps', 'oz.'), (None, u'Splash of  Grapefruit Juice', None), (u'1', u'Sugar', 'tsp.')]"
,,Hot Mexican Toddy,,Pour tequila into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Tequila', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Mama,,Pour tequila in one shot glass. Pour pickle juice in another shot glass. Add two drops of Tabasco in each shot glass. Shoot the tequila and chase it with the pickle juice.,"[(u'1', u'Tequila', 'oz.'), (u'1', u'Pickle Juice', 'oz.'), (None, u'  Tabasco\xae Sauce', None)]"
,,Hot Mollifier,,Pour dark rum and Tia Maria into an Irish coffee mug. Fill it with hot coffee.,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Tia Maria\xae Coffee Liqueur', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Hot Gold,,Pour amaretto into a wine glass. Fill it with very warm orange juice.,"[(u'3', u'Amaretto', 'oz.'), (u'6', u'Orange Juice', 'oz.')]"
,,Hot Kiss,,Pour liqueurs and whiskey into an Irish coffee mug. Fill it with hot coffee.,"[(u'1', u'Irish Whiskey', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Hot Gin Toddy,,Pour gin into an Irish coffee mug. Fill it with hot water. Add the honey or sugar and stir.,"[(u'2', u'Gin', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Deck,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Green Ginger Wine', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]"
,,Hot Irish Toddy,,Pour Irish whiskey into an Irish coffee mug. Fill it with hot water. Add honey or sugar and stir.,"[(u'2', u'Irish Whiskey', 'oz.'), (None, u'  Water', None), (u'1', u'Honey', 'tsp.')]"
,,Hot Daring Dylan,,Pour tequila and coffee liqueur into an Irish coffee mug. Fill it with hot Mexican chocolate.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'  Hot Chocolate', None)]"
,,Hot Buttered Rum,,Pour dark rum and sugar into an Irish coffee mug. Fill it with hot water. Add the butter and stir.,"[(u'2', u'Rum (Dark)', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Water', None), (u'1', u'Butter', 'tsp.')]"
,,Hot Cinnamon Roll,,Pour cinnamon schnapps into an Irish coffee mug. Fill it with hot apple cider. Top with whipped cream. Add a cinnamon stick as a stirrer.,"[(u'2', u'Cinnamon Schnapps', 'oz.'), (None, u'  Apple Cider', None)]"
,,Hot Brandy Alexander,,Pour brandy and dark crème de cacao into an Irish coffee mug. Fill it with steamed milk.,"[(u'1', u'Brandy', 'oz.'), (u'1', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Milk', None)]"
,,Hot Apple Pie,,Pour Tuaca into an Irish coffee mug. Fill it with hot apple cider. Top with whipped cream. Add a cinnamon stick as a stirrer.,"[(u'2', u'Tuaca\xae', 'oz.'), (None, u'  Apple Cider', None)]"
,,Hoss's Holdup,,Pour all ingredients into a shaker with ice. Shake and pour into a glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'3', u'Orange Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Horse's Neck (With A Kick),,Pour whiskey into a glass with ice. Fill it with ginger ale.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Ginger Ale', None)]"
,,Horsley's Honor,,Pour all ingredients into an old-fashioned glass with ice.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Apple Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]"
,,Horse And Jockey,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (A\xf1ejo)', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
,,Horse Feathers,,Pour whiskey and bitters into a glass with ice. Fill it with ginger ale.,"[(u'2', u'Whiskey', 'oz.'), (None, u'2 Dashes of  Bitters', None), (None, u'  Ginger Ale', None)]"
,,Horse's Neck,,Pour brandy into a glass with ice. Fill it with ginger ale. Add 2 dashes of bitters.,"[(u'2', u'Brandy', 'oz.'), (None, u'  Ginger Ale', None), (None, u'2 Dashes of  Bitters', None)]"
,,Hoot Mon Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  B\xe9n\xe9dictine\xae', None)]"
,,Hornpipe,,"Pour gin, cherry brandy and an egg white into a shaker with ice. Shake and strain into a chilled martini glass.","[(u'2', u'Gin', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (None, u'1  Egg', None)]"
,,Hoots Mon,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Lillet\xae Blanc', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]"
,,Honolulu Cocktail #2,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'B\xe9n\xe9dictine\xae', 'oz.'), (u'1', u'Maraschino Liqueur', 'oz.')]"
,,Honeymoon Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'B\xe9n\xe9dictine\xae', 'oz.'), (u'1', u'Apple Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (u'1', u'Lemon Juice', 'oz.')]"
,,Honolulu Cocktail #1,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Splash of  Pineapple Juice', None), (None, u'Splash of  Lemon Juice', None), (None, u'Dash of  Bitters', None), (u'1/2', u'Sugar', 'tsp.')]"
,,Homestead Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.')]"
,,Hole In One Shooter,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'3/4', u'Melon Liqueur', 'oz.'), (u'3/4', u'Apple Brandy', 'oz.'), (None, u'2 Dashes of  Cream / Half & Half', None)]"
,,Hop Toad,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Apricot Brandy', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Lime Juice', 'oz.')]"
,,Hole-In-One,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Dash of  Orange Bitters', None)]"
,,Hollywood,,Pour vodka and raspberry liqueur into a glass with ice. Fill it with pineapple juice.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.'), (None, u'  Pineapple Juice', None)]"
,,Hoffman House Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'3/4', u'Vermouth (Dry)', 'oz.')]"
,,Hogmanay Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Absinthe', 'oz.')]"
,,Hillary Wallbanger,,Pour white wine into a glass with ice. Almost fill it with orange juice. Float Galliano on top.,"[(u'2', u'White Wine', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Galliano\xae Liqueur', None)]"
,,Hokkaido Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Sake', 'oz.'), (u'1/2', u'Triple Sec', 'oz.')]"
,,Highland Cooler,,Pour scotch into a glass with ice. Fill with club soda or ginger ale. Add sugar and stir.,"[(u'2', u'Scotch Whisky', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (u'1/2', u'Sugar', 'tsp.')]"
,,Highland Sling,,Pour all ingredients into a shaker with ice. Shake and pour into a glass.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'Splash of  Water', None)]"
,,Hilgert Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vermouth (Dry)', 'oz.'), (u'3/4', u'Gin', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Splash of  Grapefruit Juice', None), (None, u'Dash of  Bitters', None)]"
,,Highland Fling Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'2 Dashes of  Orange Bitters', None)]"
,,Highball,,Pour whiskey into a glass with ice. Fill it with soda water or ginger ale.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Hemingway Daiquiri,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Maraschino Liqueur', 'oz.'), (u'1/2', u'Grapefruit Juice', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,Hennessy Martini,,Pour all ingredients into a shaker with ice. Stir and strain into a chilled martini glass.,"[(u'2', u'Cognac', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Her Name In Lights,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Chartreuse\xae (Yellow)', 'oz.'), (u'1/4', u'Galliano\xae Liqueur', 'oz.'), (u'1/4', u'Blue Curacao', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Heather Blush,,Pour scotch and strawberry liqueur into a champagne flute. Fill it with champagne.,"[(u'1', u'Scotch Whisky', 'oz.'), (u'1', u'Strawberry Liqueur', 'oz.'), (u'3', u'Champagne', 'oz.')]"
,,Hazelnut Margarita,,Pour tequila and hazelnut liqueur into a glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Hazelnut Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Head For The Hills,,Pour dry vermouth and white curacao into a glass with ice. Fill it with club soda.,"[(u'2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'White Curacao', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Headshot,,"Get a shot glass, pour the Baileys Irish Cream half way, and slow pour the Myers's Rum over a bar spoon half way so that way they'll layer.","[(u'1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Rum (Dark)', 'oz.')]"
,,Headless Horseman,,Pour vodka and bitters into a glass with ice. Fill it with ginger ale.,"[(u'2', u'Vodka', 'oz.'), (None, u'3 Dashes of  Bitters', None), (None, u'  Ginger Ale', None)]"
,,Hazelnut Mochaspresso Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1/2', u'Coffee Vodka', 'oz.'), (u'1/2', u'Chocolate Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (None, u'Splash of  Cream / Half & Half', None)]"
,,Heat Wave,,Pour the coconut rum and peach schnapps into a glass with ice. Fill it with pineapple and add the splash of grenadine.,"[(u'1', u'Coconut Rum', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Hearty Susan,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Whiskey', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.')]"
,,Hawaiian Kool-Aid,,Pour all the liquors into a glass with ice. Fill it with equal parts of sweet and sour mix and lemon-lime soda. Add the splash of grenadine.,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Coconut Rum', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Lemon-Lime Soda', None), (None, u'Splash of  Grenadine', None)]"
